title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity,license_fee
Halloween,6.542,4342,2018-10-18,259900000,106,10000000,30.021,"['Horror', 'Thriller']",4,120.0,0.6489395432747006,0.2595758,0.6489395,0.2595758,347880.0
Atlantis: The Lost Empire,6.981,4339,2001-06-02,186053725,95,120000000,25.66,"['Animation', 'Family', 'Adventure', 'Science Fiction']",4,120.0,0.5924951041606963,0.4739961,0.3554971,0.236998,523264.47
Blade II,6.516,4338,2002-03-22,155010032,117,54000000,28.515,"['Fantasy', 'Horror', 'Action', 'Thriller']",4,150.0,0.6306704119547248,0.5045363,0.6306704,0.2522682,327612.04
Hannibal,6.771,4320,2001-02-08,351692268,131,87000000,5.532,"['Crime', 'Drama', 'Thriller']",5,150.0,1e-06,4e-07,1e-06,8e-07,642830.72
G.I. Joe: The Rise of Cobra,5.762,4320,2009-08-03,302469017,118,175000000,60.412,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",4,150.0,0.8765206877804765,0.7012166,0.8765207,0.3506083,794962.82
21,6.7,4317,2008-03-27,159808370,123,35000000,25.256,"['Drama', 'Crime']",5,150.0,0.5866659626561828,0.2346664,0.586666,0.586666,287770.04
Escape Room,6.535,4315,2019-01-03,155712077,100,9000000,25.429,"['Horror', 'Thriller', 'Mystery']",4,120.0,0.5891762541526685,0.2356705,0.5891763,0.3535058,220454.49
Marley & Me,7.199,4312,2008-12-25,255743093,115,60000000,21.498,"['Comedy', 'Family']",4,120.0,0.5261603126324491,0.5261603,0.4209283,0.5261603,462891.71
The A-Team,6.4,4311,2010-06-09,177238796,117,110000000,31.469,"['Thriller', 'Action', 'Adventure', 'Comedy', 'Crime']",4,150.0,0.6654621503537197,0.5323697,0.6654622,0.3992773,488686.56
Insomnia,6.9,4306,2002-05-24,113714830,118,46000000,17.626,"['Thriller', 'Crime']",4,150.0,0.4480759528069736,0.1792304,0.448076,0.3584608,258857.8
Burn After Reading,6.64,4302,2008-09-05,163720069,96,37000000,19.126,"['Comedy', 'Drama']",4,120.0,0.4806758093659197,0.3845406,0.4806758,0.4806758,297264.08
Rocketman,7.328,4285,2019-05-17,167323950,121,40000000,13.912,"['Music', 'Drama', 'History']",5,150.0,0.3495736555588166,0.2097442,0.2796589,0.3495737,308788.74
Monsters vs Aliens,6.2,4280,2009-03-19,381509870,94,175000000,31.569,"['Animation', 'Family', 'Adventure', 'Science Fiction']",4,120.0,0.6665682614059187,0.5332546,0.399941,0.2666273,889811.84
The Mortal Instruments: City of Bones,6.435,4273,2013-08-21,95396573,130,60000000,27.548,"['Fantasy', 'Action', 'Mystery']",5,150.0,0.6182948499273049,0.4946359,0.6182948,0.3709769,270475.89
The Post,6.997,4271,2017-12-22,179769467,116,50000000,13.243,"['Drama', 'History']",4,150.0,0.3282625968357781,0.131305,0.3282626,0.3282626,347723.36
The Predator,5.627,4266,2018-09-05,160542134,107,88000000,46.62,"['Science Fiction', 'Action', 'Adventure']",4,120.0,0.7963824756412621,0.637106,0.7963825,0.318553,415850.56
Lord of War,7.281,4265,2005-09-16,72617068,122,50000000,23.573,"['Crime', 'Drama', 'Thriller']",5,150.0,0.5610657551036821,0.2244263,0.5610658,0.4488526,219140.48
Robin Hood,6.4,4264,2010-05-12,321669741,140,200000000,29.599,"['Action', 'Adventure', 'Drama']",5,180.0,0.643937167016744,0.5151497,0.6439372,0.3863623,878003.69
Uncut Gems,7.1,4261,2019-08-30,50020902,136,19000000,22.206,"['Drama', 'Thriller', 'Crime']",5,150.0,0.5385279961697472,0.2154112,0.538528,0.4308224,117625.08
The Golden Compass,6.046,4258,2007-12-04,372234864,113,180000000,21.653,"['Adventure', 'Fantasy']",4,120.0,0.5289111873979515,0.5289112,0.5289112,0.2115645,890681.84
Allied,6.8,4251,2016-11-17,119520023,124,85000000,13.298,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",5,150.0,0.3300657471021031,0.1980394,0.2640526,0.2640526,359424.03
Exodus: Gods and Kings,5.847,4251,2014-12-03,268031828,150,140000000,78.892,"['Adventure', 'Drama', 'Action']",6,180.0,0.9544849846519766,0.763588,0.954485,0.572691,669638.19
Scary Movie 2,5.783,4249,2001-07-04,141220678,83,45000000,57.251,['Comedy'],3,90.0,0.8602758239927892,0.8602758,0.8602758,0.8602758,289464.81
The Lovely Bones,7.072,4242,2009-12-26,93621340,136,65000000,32.51,"['Fantasy', 'Drama']",5,150.0,0.6767685092492897,0.5414148,0.6767685,0.5414148,280345.61
The Giver,6.549,4235,2014-08-13,66980456,97,25000000,14.091,"['Drama', 'Science Fiction']",4,120.0,0.3550559041754729,0.1420224,0.3550559,0.2840447,152376.55
Evil Dead,6.5,4226,2013-04-05,97542952,91,17000000,38.267,['Horror'],4,120.0,0.7321124807982281,0.292845,0.7321125,0.292845,169851.54
Deepwater Horizon,6.857,4219,2016-09-28,121790373,107,110000000,26.709,"['Drama', 'Action']",4,120.0,0.60711082178362,0.4856887,0.6071108,0.4856887,422148.45
The DUFF,6.8,4211,2015-02-20,43528634,100,8500000,11.04,"['Romance', 'Comedy']",4,120.0,0.2470640619886714,0.1976512,0.2470641,0.2470641,84634.36
Robots,6.4,4210,2005-03-10,262511490,91,75000000,32.543,"['Animation', 'Comedy', 'Family', 'Science Fiction']",4,120.0,0.6771195604873314,0.5416956,0.5416956,0.4062717,507013.79
Carrie,6.033,4193,2013-10-16,82394288,100,30000000,26.839,"['Drama', 'Horror']",4,120.0,0.6088721925647073,0.2435489,0.6088722,0.4870978,182873.15
The Circle,5.512,4192,2017-04-27,40651864,110,18000000,17.063,"['Drama', 'Thriller', 'Science Fiction']",4,120.0,0.43492435952233,0.1739697,0.4349244,0.2609546,103982.24
Power Rangers,6.3,4189,2017-03-23,142337240,124,105000000,39.084,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.7391295767765855,0.5913037,0.7391296,0.2956518,434804.69
The Adjustment Bureau,6.734,4188,2011-03-03,127869379,106,50200000,21.953,"['Science Fiction', 'Thriller', 'Romance']",4,120.0,0.5341659645111424,0.2136664,0.534166,0.3204996,285923.25
Perfume: The Story of a Murderer,7.4,4186,2006-09-13,135039924,147,60000000,36.085,"['Crime', 'Fantasy', 'Drama']",5,180.0,0.7124279611092289,0.4274568,0.712428,0.5699424,318047.91
The Royal Tenenbaums,7.496,4176,2001-10-05,71441250,110,21000000,33.203,"['Comedy', 'Drama']",4,120.0,0.684049333653413,0.5472395,0.6840493,0.6840493,148129.5
Ice Age: Collision Course,6.073,4175,2016-06-23,408579038,95,105000000,38.552,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",4,120.0,0.7345811093518775,0.5876649,0.5876649,0.4407487,754294.85
A Christmas Carol,6.855,4173,2009-11-04,325286646,94,200000000,28.203,"['Animation', 'Family', 'Fantasy']",4,120.0,0.6267352726819844,0.6267353,0.3760412,0.2506941,882343.98
Neighbors 2: Sorority Rising,5.817,4164,2016-05-04,108758521,92,35000000,17.212,['Comedy'],4,120.0,0.4384577103381402,0.4384577,0.4384577,0.4384577,226510.23
Zero Dark Thirty,6.981,4154,2012-12-19,132820716,157,40000000,22.073,"['Thriller', 'Drama', 'History']",6,180.0,0.5362427252492388,0.2144971,0.5362427,0.4289942,267384.86
Knight and Day,6.195,4141,2010-06-15,261989769,109,117000000,24.293,"['Action', 'Comedy']",4,120.0,0.5722887501031213,0.5722888,0.5722888,0.457831,607187.72
Over the Hedge,6.544,4138,2006-05-17,343397247,83,80000000,29.575,"['Family', 'Comedy', 'Animation']",3,90.0,0.6436500115255376,0.64365,0.38619,0.51492,616076.7
American Made,6.862,4137,2017-08-18,133511855,115,50000000,22.082,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",4,120.0,0.5363979115308629,0.3218387,0.5363979,0.4291183,292214.23
American Reunion,6.283,4137,2012-04-04,234989584,113,50000000,36.476,['Comedy'],4,120.0,0.7160616930032266,0.7160617,0.7160617,0.7160617,413987.5
Alvin and the Chipmunks,5.8,4130,2007-12-13,361366633,92,60000000,38.458,"['Comedy', 'Family', 'Fantasy', 'Animation']",4,120.0,0.7337693887849868,0.7337694,0.5870155,0.4402616,589639.96
Public Enemies,6.677,4129,2009-07-01,214104620,140,100000000,31.781,"['Crime', 'Action']",5,180.0,0.6688989107464152,0.5351191,0.6688989,0.5351191,508925.54
Hell or High Water,7.304,4128,2016-08-11,37589296,102,12000000,15.749,"['Western', 'Crime', 'Drama']",4,120.0,0.4019741203422746,0.1607896,0.3215793,0.4019741,85907.16
Dirty Grandpa,5.913,4128,2016-01-20,94073028,102,11500000,27.388,['Comedy'],4,120.0,0.6161950380937631,0.616195,0.616195,0.616195,152487.63
Pain & Gain,6.243,4127,2013-04-18,87305549,130,25000000,72.596,"['Action', 'Crime', 'Comedy']",5,150.0,0.9306588937863242,0.7445271,0.9306589,0.7445271,176766.66
The Commuter,6.352,4119,2018-01-11,119942387,104,30000000,19.526,"['Action', 'Thriller', 'Mystery']",4,120.0,0.4888283824731511,0.293297,0.4888284,0.293297,227930.86
Bridesmaids,6.529,4106,2011-05-13,288383523,125,32500000,30.879,"['Comedy', 'Romance']",5,150.0,0.6588461063082058,0.5270769,0.6588461,0.6588461,436060.23
Zoolander,6.2,4092,2001-09-28,60780981,90,28000000,34.513,['Comedy'],4,120.0,0.6973118209654185,0.6973118,0.6973118,0.6973118,152137.18
Dumbo,6.639,4088,2019-03-27,353284621,112,170000000,42.707,"['Family', 'Fantasy', 'Adventure']",4,120.0,0.7682046357405616,0.7682046,0.6145637,0.3072819,843941.55
Scooby-Doo,6.05,4071,2002-06-14,275650703,88,84000000,43.41,"['Mystery', 'Adventure', 'Comedy']",3,90.0,0.7734951794917793,0.6187961,0.7734952,0.6187961,544380.84
Pitch Black,6.8,4066,2000-02-18,53187659,108,23000000,12.417,"['Thriller', 'Science Fiction', 'Action']",4,120.0,0.2999810288340536,0.1799886,0.299981,0.1199924,131025.19
Into the Woods,5.75,4060,2014-12-24,212902372,125,50000000,15.979,"['Fantasy', 'Comedy']",5,150.0,0.4079874393348836,0.4079874,0.4079874,0.32639,387482.85
Wedding Crashers,6.473,4060,2005-07-13,288485135,119,40000000,31.639,"['Comedy', 'Romance']",4,150.0,0.6673399565828123,0.533872,0.66734,0.66734,454182.16
Hotel Transylvania 3: Summer Vacation,6.897,4056,2018-06-28,528600000,97,80000000,35.492,"['Animation', 'Comedy', 'Family', 'Fantasy']",4,120.0,0.7068231059981163,0.7068231,0.5654585,0.4240939,838320.0
Need for Speed,6.389,4047,2014-03-12,203277636,132,66000000,47.306,"['Action', 'Crime', 'Drama', 'Thriller']",5,150.0,0.8010234204462369,0.4806141,0.8010234,0.6408187,414333.16
The Beach,6.456,4038,2000-02-03,144056873,119,40000000,17.58,"['Drama', 'Adventure', 'Romance', 'Thriller']",4,150.0,0.4470214048637689,0.2682128,0.4470214,0.3576171,280868.25
Gone in Sixty Seconds,6.41,4034,2000-06-09,237202299,118,90000000,22.36,"['Action', 'Crime', 'Thriller']",4,150.0,0.5411527633371545,0.3246917,0.5411528,0.3246917,512642.76
If I Stay,7.376,4027,2014-08-21,78274843,106,11000000,20.605,['Drama'],4,120.0,0.5098117427659603,0.2039247,0.5098117,0.5098117,132329.81
The Fighter,7.38,4025,2010-12-10,93617009,116,25000000,18.173,['Drama'],4,150.0,0.4603558576531356,0.1841423,0.4603559,0.4603559,184340.41
The Passion of the Christ,7.47,4017,2004-02-25,611899420,127,30000000,43.729,['Drama'],5,150.0,0.7758612643890268,0.3103445,0.7758613,0.7758613,818279.3
Greenland,7.14,4013,2020-07-29,52300000,120,34000000,35.287,"['Action', 'Thriller', 'Drama']",5,150.0,0.704858530231619,0.4229151,0.7048585,0.4229151,156360.0
Saw III,6.382,4010,2006-10-26,164874275,109,10000000,103.272,"['Horror', 'Thriller', 'Crime']",4,120.0,1.0,0.4,1.0,0.6,233849.13
1408,6.674,4007,2007-06-22,132963417,104,25000000,23.346,"['Horror', 'Mystery', 'Thriller']",4,120.0,0.5574381790463271,0.2229753,0.5574382,0.3344629,231556.1
Blow,7.366,4006,2001-04-04,83282296,124,53000000,19.16,"['Crime', 'Drama']",5,150.0,0.4813770891891561,0.1925508,0.4813771,0.4813771,239138.76
AVP: Alien vs. Predator,5.9,3999,2004-08-12,177427090,101,70000000,29.36,"['Adventure', 'Science Fiction', 'Action', 'Horror']",4,120.0,0.6410645894101784,0.5128517,0.6410646,0.2564258,392912.51
Doctor Sleep,7.158,3966,2019-10-30,72381712,152,45000000,26.029,"['Horror', 'Thriller', 'Fantasy']",6,180.0,0.5977200299756265,0.358632,0.59772,0.239088,206858.05
Lara Croft: Tomb Raider - The Cradle of Life,5.744,3963,2003-07-21,160099222,117,95000000,18.666,"['Action', 'Adventure', 'Fantasy', 'Thriller']",4,150.0,0.4710308375738823,0.3768247,0.4710308,0.1884123,432119.07
Resident Evil: Apocalypse,6.341,3954,2004-09-10,129394835,94,45000000,23.717,"['Horror', 'Action', 'Science Fiction']",4,120.0,0.563344367809469,0.3380066,0.5633444,0.2253377,275273.8
Journey 2: The Mysterious Island,6.145,3942,2012-01-19,355692760,94,79000000,42.913,"['Adventure', 'Action', 'Science Fiction']",4,120.0,0.7697659450232603,0.6158128,0.7697659,0.3079064,628431.31
The King's Man,6.794,3932,2021-12-22,125928656,131,100000000,52.773,"['Action', 'Adventure', 'Thriller']",5,150.0,0.8352904259185644,0.6682323,0.8352904,0.3341162,403114.39
Dear John,6.834,3927,2010-02-04,114977104,108,25000000,19.388,"['Drama', 'Romance', 'War']",4,120.0,0.4860396760006119,0.1944159,0.3888317,0.4860397,209972.52
Grown Ups 2,6.111,3920,2013-07-11,247022278,101,80000000,58.414,['Comedy'],4,120.0,0.8663768846809226,0.8663769,0.8663769,0.8663769,500426.73
Insidious: Chapter 2,6.674,3917,2013-09-12,161000000,106,5000000,45.444,"['Horror', 'Thriller']",4,120.0,0.7882284470395662,0.3152914,0.7882284,0.3152914,217200.0
Lone Survivor,7.426,3911,2013-12-24,149295601,121,40000000,52.059,"['War', 'Action', 'Drama', 'History']",5,150.0,0.8310675696011551,0.4986405,0.6648541,0.6648541,287154.72
One Day,7.417,3910,2011-03-02,59389433,107,15000000,22.97,"['Drama', 'Romance']",4,120.0,0.5513313162834852,0.2205325,0.5513313,0.5513313,119267.32
Ready or Not,7.057,3909,2019-08-21,57615777,95,6000000,26.743,"['Comedy', 'Horror', 'Thriller']",4,120.0,0.6075725183109955,0.3645435,0.6075725,0.3645435,95538.93
Wrath of the Titans,5.725,3908,2012-03-28,301970083,99,150000000,39.132,"['Fantasy', 'Adventure']",4,120.0,0.7395362086227864,0.7395362,0.7395362,0.2958145,734364.1
Upgrade,7.494,3907,2018-05-31,16706680,100,5000000,22.725,"['Action', 'Thriller', 'Science Fiction']",4,120.0,0.5472843590579523,0.3283706,0.5472844,0.2189137,44048.02
Ghostbusters: Afterlife,7.451,3898,2021-11-11,191000000,124,75000000,59.556,"['Fantasy', 'Comedy', 'Adventure']",5,150.0,0.872225535724408,0.8722255,0.8722255,0.5233353,421200.0
Mama,6.248,3896,2013-01-17,146497771,100,15000000,35.435,['Horror'],4,120.0,0.7062782685756763,0.2825113,0.7062783,0.2825113,223797.33
Steve Jobs,6.769,3894,2015-10-09,34441873,122,30000000,11.885,"['Drama', 'History']",5,150.0,0.2804661330550159,0.1121865,0.2804661,0.2804661,125330.25
Bad Moms,6.496,3891,2016-07-28,183936074,100,20000000,17.404,['Comedy'],4,120.0,0.4429542373437621,0.4429542,0.4429542,0.4429542,280723.29
Red Dragon,7.015,3888,2002-10-02,209196298,124,78000000,5.289,"['Crime', 'Drama', 'Thriller']",5,150.0,1e-06,4e-07,1e-06,8e-07,450235.56
Silent Hill,6.543,3887,2006-04-21,100605135,125,50000000,23.291,"['Horror', 'Mystery']",5,150.0,0.5565526042900094,0.222621,0.5565526,0.4452421,252726.16
28 Weeks Later,6.583,3883,2007-04-26,65048678,100,15000000,40.628,"['Horror', 'Thriller', 'Science Fiction']",4,120.0,0.7519100277597707,0.300764,0.75191,0.300764,126058.41
A Simple Favor,6.629,3876,2018-08-29,97644617,117,20000000,15.712,"['Crime', 'Thriller', 'Mystery', 'Comedy']",4,150.0,0.4009963863118082,0.2405978,0.4009964,0.3207971,177173.54
Unbroken,7.44,3876,2014-12-25,163442937,137,65000000,23.38,"['Drama', 'War']",5,150.0,0.5579843203647964,0.2231937,0.4463875,0.5579843,364131.52
Why Him?,6.376,3874,2016-12-22,118102725,111,38000000,16.914,['Comedy'],4,120.0,0.4313518361846406,0.4313518,0.4313518,0.4313518,244923.27
Horrible Bosses 2,6.182,3872,2014-11-12,107670357,108,42000000,29.496,['Comedy'],4,120.0,0.6427027419319379,0.6427027,0.6427027,0.6427027,242004.43
xXx,5.917,3868,2002-08-09,277448382,124,70000000,32.692,"['Action', 'Adventure', 'Thriller']",5,150.0,0.6786991357782592,0.5429593,0.6786991,0.2714797,512938.06
Charlie's Angels,5.819,3857,2000-11-02,264105545,98,92000000,20.97,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",4,120.0,0.5165994755619628,0.4132796,0.5165995,0.3099597,549726.65
Old,6.387,3856,2021-07-21,90146510,108,18000000,39.363,"['Thriller', 'Mystery', 'Horror']",4,120.0,0.7414845642783878,0.2965938,0.7414846,0.4448907,163375.81
The Edge of Seventeen,7.174,3833,2016-11-18,18803648,105,9000000,20.798,"['Comedy', 'Drama']",4,120.0,0.5134195109868225,0.4107356,0.5134195,0.5134195,56164.38
The Other Guys,6.294,3831,2010-08-06,170432927,107,100000000,21.508,"['Action', 'Comedy', 'Crime']",4,120.0,0.5263385382712191,0.4210708,0.5263385,0.4210708,456519.51
Joy,6.51,3828,2015-12-24,101134059,124,60000000,13.845,"['Drama', 'Comedy']",5,150.0,0.3474985673124681,0.2779989,0.3474986,0.3474986,277360.87
Invictus,7.188,3826,2009-12-10,122426792,134,60000000,18.243,"['Drama', 'History']",5,150.0,0.4618936652832281,0.1847575,0.4618937,0.4618937,302912.15
Anchorman: The Legend of Ron Burgundy,6.7,3825,2004-06-28,90574188,95,26000000,16.584,['Comedy'],4,120.0,0.4232960731589502,0.4232961,0.4232961,0.4232961,183089.03
2 Guns,6.532,3824,2013-08-02,131940411,109,61000000,26.88,"['Action', 'Comedy', 'Crime']",4,120.0,0.6094254972645146,0.4875404,0.6094255,0.4875404,316728.49
Hercules,5.758,3824,2014-07-23,244819862,99,100000000,37.902,"['Action', 'Adventure']",4,120.0,0.7289175867013771,0.7289176,0.7289176,0.291567,545783.83
Penguins of Madagascar,6.52,3818,2014-11-22,373552094,92,132000000,47.594,"['Family', 'Animation', 'Adventure', 'Comedy']",4,120.0,0.8029472909507764,0.8029473,0.4817684,0.4817684,777062.51
Gods of Egypt,5.629,3817,2016-02-25,150680864,127,140000000,32.95,"['Action', 'Adventure', 'Fantasy']",5,150.0,0.6814132565646502,0.6814133,0.6814133,0.2725653,528817.04
Fantastic Beasts: The Secrets of Dumbledore,6.721,3816,2022-04-06,406950844,142,200000000,73.975,"['Fantasy', 'Adventure', 'Family']",5,180.0,0.9360858565477296,0.9360859,0.7488687,0.3744343,980341.01
Vanilla Sky,6.808,3803,2001-12-10,203388341,136,68000000,25.481,"['Mystery', 'Science Fiction', 'Romance', 'Fantasy', 'Thriller', 'Drama']",5,150.0,0.5899266280583398,0.353956,0.5899266,0.4719413,419266.01
Gangster Squad,6.358,3798,2013-01-09,105200903,113,60000000,17.991,"['Crime', 'Drama', 'Action', 'Thriller']",4,120.0,0.4563223657720417,0.2737934,0.4563224,0.3650579,282241.08
"O Brother, Where Art Thou?",7.321,3794,2000-08-30,71870729,107,26000000,23.423,"['Adventure', 'Comedy', 'Crime']",4,120.0,0.5586736068293122,0.4469389,0.5586736,0.4469389,160644.87
The Vow,7.234,3794,2012-02-05,196114570,104,30000000,47.267,"['Drama', 'Romance']",4,120.0,0.8007617932794767,0.3203047,0.8007618,0.8007618,319337.48
Resident Evil: Extinction,6.286,3792,2007-09-20,148412065,94,45000000,10.493,"['Horror', 'Action', 'Science Fiction']",4,120.0,0.2236509989983636,0.1341906,0.223651,0.0894604,298094.48
Riddick,6.3,3788,2013-09-02,98337295,119,38000000,29.516,"['Science Fiction', 'Action', 'Thriller']",4,150.0,0.6429428548540013,0.3857657,0.6429429,0.2571771,221204.75
American Wedding,6.2,3788,2003-08-01,231449203,103,55000000,35.612,"['Comedy', 'Romance']",4,120.0,0.7079666053952378,0.5663733,0.7079666,0.7079666,421739.04
The Village,6.438,3786,2004-07-30,256697520,108,60000000,19.157,"['Drama', 'Mystery', 'Thriller']",4,120.0,0.4813152745814585,0.1925261,0.4813153,0.3850522,464037.02
A Million Ways to Die in the West,6.008,3784,2014-05-22,86410000,116,40000000,41.822,"['Comedy', 'Western']",4,150.0,0.7613901678220807,0.6091121,0.6091121,0.7613902,211692.0
Underworld: Awakening,6.298,3777,2012-01-19,160112671,88,70000000,33.031,"['Fantasy', 'Action', 'Horror']",3,90.0,0.6822599386974884,0.545808,0.6822599,0.272904,372135.21
Match Point,7.348,3773,2005-10-26,85306374,124,15000000,18.796,"['Drama', 'Thriller', 'Crime', 'Romance']",5,150.0,0.4737866799052183,0.1895147,0.4737867,0.3790293,150367.65
Kingdom of Heaven,6.908,3772,2005-05-03,218122627,144,130000000,51.552,"['Drama', 'Action', 'Adventure', 'History', 'War']",5,180.0,0.8280257892650025,0.4968155,0.6624206,0.6624206,585747.15
The Host,6.29,3765,2013-03-22,63327201,125,44000000,23.075,"['Action', 'Adventure', 'Science Fiction']",5,150.0,0.5530492152317042,0.4424394,0.5530492,0.2212197,193592.64
Truth or Dare,5.963,3763,2018-04-12,95330493,101,3500000,27.576,"['Thriller', 'Horror']",4,120.0,0.6186607553856149,0.2474643,0.6186608,0.2474643,134796.59
RED 2,6.525,3748,2013-07-18,148100000,116,84000000,27.752,"['Action', 'Comedy', 'Crime', 'Thriller']",4,150.0,0.6209501874326236,0.4967601,0.6209502,0.4967601,391320.0
Scary Movie 3,5.971,3744,2003-10-24,220673217,84,48000000,38.063,['Comedy'],3,90.0,0.7303314983311562,0.7303315,0.7303315,0.7303315,392007.86
Stardust,7.25,3741,2007-08-09,137515140,127,70000000,22.676,"['Adventure', 'Fantasy', 'Romance', 'Family']",5,150.0,0.5464684087519984,0.4371747,0.4371747,0.327881,345018.17
The Judge,7.302,3741,2014-10-08,83719388,141,50000000,52.209,['Drama'],5,180.0,0.8319605719593512,0.3327842,0.8319606,0.8319606,232463.27
Lucky Number Slevin,7.479,3740,2006-02-24,56308881,110,27000000,21.607,"['Drama', 'Thriller', 'Crime', 'Mystery']",4,120.0,0.5280973826333001,0.211239,0.5280974,0.4224779,144370.66
Predators,6.2,3734,2010-07-03,127233108,107,40000000,41.281,"['Science Fiction', 'Action', 'Thriller']",4,120.0,0.7571365428968384,0.4542819,0.7571365,0.3028546,260679.73
Space Jam: A New Legacy,6.829,3732,2021-07-08,163692228,115,150000000,45.412,"['Family', 'Animation', 'Comedy', 'Science Fiction']",4,120.0,0.7880029619045656,0.6304024,0.6304024,0.4728018,568430.67
The Chronicles of Riddick,6.5,3727,2004-06-11,115772733,119,105000000,13.058,"['Action', 'Science Fiction']",4,150.0,0.3221269009560997,0.2577015,0.3221269,0.1288508,402927.28
Underworld: Evolution,6.57,3718,2006-01-12,111476513,106,50000000,33.066,"['Fantasy', 'Action', 'Thriller']",4,120.0,0.6826249936654009,0.5461,0.682625,0.27305,265771.82
The League of Extraordinary Gentlemen,5.949,3712,2003-07-11,179265204,110,78000000,25.498,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",4,120.0,0.5901715280899346,0.4721372,0.5901715,0.2360686,414318.24
The Heat,6.598,3707,2013-06-27,158674180,117,43000000,21.735,"['Action', 'Comedy', 'Crime']",4,150.0,0.5303565188602086,0.4242852,0.5303565,0.4242852,305609.02
Morbius,6.115,3693,2022-03-30,167500000,105,75000000,53.018,"['Action', 'Science Fiction', 'Fantasy']",4,120.0,0.8367233912329834,0.6693787,0.8367234,0.3346894,393000.0
Home,6.782,3693,2015-03-18,368871007,94,135000000,29.249,"['Fantasy', 'Comedy', 'Animation', 'Science Fiction', 'Family']",4,120.0,0.6397205613280388,0.5117764,0.5117764,0.3838323,778645.21
The Menu,7.197,3692,2022-11-17,79628200,107,35000000,42.724,"['Comedy', 'Thriller', 'Horror']",4,120.0,0.7683338317243793,0.4610003,0.7683338,0.4610003,191553.84
Rush Hour 2,6.712,3686,2001-08-03,347325802,90,90000000,35.324,"['Action', 'Comedy', 'Crime']",4,120.0,0.7052141539616245,0.5641713,0.7052142,0.5641713,644790.96
The First Purge,5.988,3686,2018-07-04,137056262,97,13000000,43.837,"['Horror', 'Action', 'Thriller']",4,120.0,0.7766575219115068,0.4659945,0.7766575,0.310663,207667.51
Knocked Up,6.266,3670,2007-06-01,219922417,129,30000000,22.351,"['Comedy', 'Romance', 'Drama']",5,150.0,0.540999991857717,0.3246,0.541,0.541,347906.9
Resident Evil: Retribution,5.802,3669,2012-09-12,240159255,95,65000000,4.209,"['Action', 'Horror', 'Science Fiction']",4,120.0,1e-06,6e-07,1e-06,4e-07,456191.11
Final Destination 2,6.2,3669,2003-01-31,90941129,90,26000000,38.853,"['Horror', 'Mystery']",4,120.0,0.7371640163064768,0.2948656,0.737164,0.5897312,183529.35
Planet of the Apes,5.729,3667,2001-07-25,362211740,120,100000000,33.651,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",5,150.0,0.6886566985053513,0.5509254,0.6886567,0.2754627,686654.09
Army of the Dead,6.247,3638,2021-05-14,190700000,148,90000000,32.495,"['Action', 'Crime', 'Drama', 'Horror', 'Science Fiction', 'Thriller', 'Fantasy']",5,180.0,0.6766087944940347,0.4059653,0.6766088,0.4059653,456840.0
Monster House,6.67,3637,2006-06-30,140175006,91,75000000,40.141,"['Animation', 'Comedy', 'Family', 'Fantasy']",4,120.0,0.747944374242805,0.7479444,0.5983555,0.4487666,360210.01
Garfield,5.669,3628,2004-06-10,200804534,80,50000000,87.413,"['Animation', 'Comedy', 'Family']",3,90.0,0.9833082327196998,0.9833082,0.5899849,0.7866466,372965.44
Elf,6.647,3626,2003-10-09,225097437,97,32000000,22.515,"['Comedy', 'Family', 'Fantasy']",4,120.0,0.5437717998731174,0.5437718,0.4350174,0.4350174,358916.92
Yesterday,6.706,3623,2019-06-26,88092097,116,26000000,12.82,"['Comedy', 'Fantasy', 'Music', 'Romance']",4,150.0,0.3140688958252013,0.2512551,0.2512551,0.2512551,180110.52
Chicken Little,5.88,3616,2005-11-04,314432665,81,150000000,29.342,"['Animation', 'Family', 'Comedy']",3,90.0,0.640847068409554,0.6408471,0.3845082,0.5126777,749319.2
Legally Blonde,6.749,3615,2001-07-13,141774679,96,18000000,27.111,"['Comedy', 'Romance']",4,120.0,0.612523362659146,0.4900187,0.6125234,0.6125234,225329.61
What Women Want,6.434,3614,2000-12-15,374111707,127,70000000,27.368,"['Comedy', 'Romance']",5,150.0,0.6159314874920016,0.4927452,0.6159315,0.6159315,628934.05
Lights Out,6.332,3611,2016-07-21,148868835,81,4900000,20.444,"['Horror', 'Thriller', 'Mystery']",3,90.0,0.5067695287853634,0.2027078,0.5067695,0.3040617,202402.6
Dawn of the Dead,7.042,3608,2004-03-19,102278712,101,26000000,37.211,"['Horror', 'Action']",4,120.0,0.7227639266652621,0.5782111,0.7227639,0.2891056,197134.45
Seven Psychopaths,6.809,3602,2012-10-12,33035736,110,15000000,14.825,"['Comedy', 'Crime']",4,120.0,0.3766459566668877,0.3013168,0.376646,0.376646,87642.88
